,time,tz,alert,dmin,sources,mmi,net,tipe,url,id,ids,code,rms,detail,cdi,mag,updated,gap,mag_type,types,nst,sig,felt,place,status,tsunami
147,1642683457420,,,0.01309,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681016,nc73681016,",nc73681016,",73681016,0.02,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681016&format=geojson,,0.85,1642683555419,226,md,",nearby-cities,origin,phase-data,",9.0,11,,"3km W of Cobb, CA",automatic,0
148,1642682907220,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72882787,hv72882787,",hv72882787,",72882787,0.140000001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72882787&format=geojson,,2.29,1642683237190,158,ml,",origin,phase-data,",47.0,81,,"10 km E of P?hala, Hawaii",automatic,0
149,1642682766178,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xa60kd,ak022xa60kd,",ak022xa60kd,",022xa60kd,0.53,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xa60kd&format=geojson,,1.1,1642683060897,,ml,",origin,",,19,,"40 km NW of Mentasta Lake, Alaska",automatic,0
150,1642682068600,,,0.904,",mb,",,mb,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/mb80536454,mb80536454,",mb80536454,",80536454,0.28,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80536454&format=geojson,,2.18,1642695219460,83,ml,",origin,phase-data,",11.0,73,,"20 km WNW of Stanley, Idaho",reviewed,0
151,1642681797560,,,0.908,",mb,",,mb,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/mb80536449,mb80536449,",mb80536449,",80536449,0.27,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80536449&format=geojson,,2.42,1642694616220,68,ml,",origin,phase-data,",16.0,90,,"20 km WNW of Stanley, Idaho",reviewed,0
152,1642681393318,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xa13mr,ak022xa13mr,",ak022xa13mr,",022xa13mr,0.85,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xa13mr&format=geojson,,1.6,1642681688063,,ml,",origin,",,39,,"44 km WNW of Ninilchik, Alaska",automatic,0
153,1642681385500,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72882767,hv72882767,",hv72882767,",72882767,0.239999995,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72882767&format=geojson,,1.73,1642681716780,111,ml,",origin,phase-data,",11.0,46,,"4 km SSW of Volcano, Hawaii",automatic,0
154,1642681308817,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022xa0qpy,ak022xa0qpy,",ak022xa0qpy,",022xa0qpy,0.61,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022xa0qpy&format=geojson,,1.6,1642681938709,,ml,",origin,",,39,,"1 km NE of Ninilchik, Alaska",automatic,0
155,1642681179650,,,0.0467,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918023,ci39918023,",ci39918023,",39918023,0.2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918023&format=geojson,,2.24,1642685792710,30,ml,",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",74.0,77,,"23km ESE of Anza, CA",reviewed,0
156,1642680659820,,,0.01503,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73681006,nc73681006,",nc73681006,",73681006,0.03,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73681006&format=geojson,,0.66,1642680754426,83,md,",nearby-cities,origin,phase-data,",13.0,7,,"2km NW of The Geysers, CA",automatic,0
157,1642680218140,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72882742,hv72882742,",hv72882742,",72882742,0.109999999,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72882742&format=geojson,,2.12,1642680549960,143,ml,",origin,phase-data,",47.0,69,,"6 km E of P?hala, Hawaii",automatic,0
158,1642678634614,,,,",us,ak,",2.802,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022x9intx,ak022x9intx,",us7000gdic,ak022x9intx,",022x9intx,0.53,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022x9intx&format=geojson,,3.4,1642701950846,,ml,",origin,phase-data,shakemap,",,178,,"139 km E of Chignik, Alaska",reviewed,0
159,1642677960970,,,0.09945,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918015,ci39918015,",ci39918015,",39918015,0.1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918015&format=geojson,,0.67,1642696917829,148,ml,",nearby-cities,origin,phase-data,scitech-link,",15.0,7,,"15km NE of Ridgecrest, CA",reviewed,0
160,1642677665560,,,0.1176,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39918007,ci39918007,",ci39918007,",39918007,0.14,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39918007&format=geojson,,1.48,1642685804228,165,ml,",nearby-cities,origin,phase-data,scitech-link,",18.0,34,,"23km N of Searles Valley, CA",reviewed,0
161,1642677659980,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72882702,hv72882702,",hv72882702,",72882702,0.129999995,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72882702&format=geojson,3.1,2.29,1642723006047,130,ml,",dyfi,origin,phase-data,",50.0,81,2.0,"5 km ENE of P?hala, Hawaii",automatic,0
162,1642676946870,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72882692,hv72882692,",hv72882692,",72882692,0.180000007,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72882692&format=geojson,,1.97000003,1642677135730,168,md,",origin,phase-data,",36.0,60,,"6 km S of P?hala, Hawaii",automatic,0
163,1642676445060,,,0.0118,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73680991,nc73680991,",nc73680991,",73680991,0.02,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73680991&format=geojson,,0.85,1642676543874,75,md,",nearby-cities,origin,phase-data,",10.0,11,,"8km NW of The Geysers, CA",automatic,0
164,1642676290086,,green,0.84,",usauto,us,",4.979,us,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdi9,us7000gdi9,",usauto7000gdi9,us7000gdi9,",7000gdi9,1.44,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdi9&format=geojson,,5.4,1642705977293,46,mww,",internal-moment-tensor,losspager,moment-tensor,origin,phase-data,shakemap,",,449,,"91 km E of Port-Olry, Vanuatu",reviewed,0
165,1642675566920,,,0.03524,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39917999,ci39917999,",ci39917999,",39917999,0.15,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39917999&format=geojson,0,1.81,1642685857940,71,ml,",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",25.0,50,1.0,"26km NE of Johannesburg, CA",reviewed,0
166,1642675487530,,,0.06515,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73680986,nc73680986,",nc73680986,",73680986,0.04,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73680986&format=geojson,,0.88,1642701387568,114,md,",nearby-cities,origin,phase-data,",10.0,12,,"19km WSW of Westley, CA",reviewed,0
167,1642675457745,,green,7.37,",us,",5.473,us,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdi6,us7000gdi6,",us7000gdi6,",7000gdi6,0.98,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdi6&format=geojson,3.1,5.4,1642701083040,25,mww,",dyfi,losspager,moment-tensor,origin,phase-data,shakemap,",,449,1.0,"71 km W of Abepura, Indonesia",reviewed,0
168,1642675113690,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72882657,hv72882657,",hv72882657,",72882657,0.100000001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72882657&format=geojson,,1.75,1642675301720,126,md,",origin,phase-data,",42.0,47,,"5 km ENE of P?hala, Hawaii",automatic,0
169,1642674919010,,,0.09061,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39917991,ci39917991,",ci39917991,",39917991,0.21,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39917991&format=geojson,,1.53,1642705778670,31,ml,",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",70.0,36,,"2km S of Valle Vista, CA",reviewed,0
170,1642674726230,,,0.02755,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39917983,ci39917983,",ci39917983,",39917983,0.19,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39917983&format=geojson,,0.52,1642706420986,30,ml,",nearby-cities,origin,phase-data,scitech-link,",36.0,4,,"3km NNW of Palomar Observatory, CA",reviewed,0
171,1642674381929,,,0,",ok,",,ok,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022bjnf,ok2022bjnf,",ok2022bjnf,",2022bjnf,0.18,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022bjnf&format=geojson,,2.04,1642685256631,35,ml,",origin,phase-data,",93.0,64,,"2 km E of Hennessey, Oklahoma",reviewed,0
172,1642674375737,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022x8uvr5,ak022x8uvr5,",ak022x8uvr5,",022x8uvr5,0.49,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022x8uvr5&format=geojson,,1.8,1642675115700,,ml,",origin,",,50,,"10 km W of Salcha, Alaska",automatic,0
173,1642673980430,,,0.01019,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73680976,nc73680976,",nc73680976,",73680976,0.02,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73680976&format=geojson,,0.86,1642674078244,62,md,",nearby-cities,origin,phase-data,",14.0,11,,"2km NNW of The Geysers, CA",automatic,0
174,1642673523850,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72882632,hv72882632,",hv72882632,",72882632,0.0900000036,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72882632&format=geojson,,1.94000006,1642673718160,150,md,",origin,phase-data,",32.0,58,,"5 km ENE of P?hala, Hawaii",automatic,0
175,1642673499887,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022x8rqj1,ak022x8rqj1,",ak022x8rqj1,",022x8rqj1,0.98,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022x8rqj1&format=geojson,,1.8,1642674524257,,ml,",origin,",,50,,"102 km NE of Lime Village, Alaska",automatic,0
176,1642673225890,,,0.05384,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39917975,ci39917975,",ci39917975,",39917975,0.15,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39917975&format=geojson,,0.7,1642704911661,78,ml,",nearby-cities,origin,phase-data,scitech-link,",24.0,8,,"10km E of Villa Park, CA",reviewed,0
177,1642672812830,,,0.84,",mb,",,mb,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/mb80536439,mb80536439,",mb80536439,",80536439,0.24,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80536439&format=geojson,2,2.87,1642718326969,85,ml,",dyfi,origin,phase-data,",15.0,127,1.0,"26 km NW of Stanley, Idaho",reviewed,0
178,1642672350400,,,0.03329,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39917967,ci39917967,",ci39917967,",39917967,0.13,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39917967&format=geojson,2,2.53,1642723018410,47,ml,",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",37.0,99,2.0,"27km ESE of Ridgecrest, CA",reviewed,0
179,1642671979743,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022x8dqs5,ak022x8dqs5,",ak022x8dqs5,",022x8dqs5,0.55,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022x8dqs5&format=geojson,,1.9,1642672310118,,ml,",origin,",,56,,"32 km WNW of Happy Valley, Alaska",automatic,0
180,1642671799720,,,0.03407,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39917959,ci39917959,",ci39917959,",39917959,0.09,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39917959&format=geojson,,0.35,1642705770108,75,ml,",nearby-cities,origin,phase-data,scitech-link,",17.0,2,,"13km WNW of Anza, CA",reviewed,0
181,1642671492740,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022x8c0ip,ak022x8c0ip,",ak022x8c0ip,",022x8c0ip,1.09,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022x8c0ip&format=geojson,,1.5,1642672309983,,ml,",origin,",,35,,"68 km WNW of Beluga, Alaska",automatic,0
182,1642671156570,,,0.01592,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73680956,nc73680956,",nc73680956,",73680956,0.03,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73680956&format=geojson,,0.35,1642671254640,78,md,",nearby-cities,origin,phase-data,",8.0,2,,"7km NW of The Geysers, CA",automatic,0
183,1642670996440,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72882572,hv72882572,",hv72882572,",72882572,0.109999999,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72882572&format=geojson,,2.37,1642671327910,153,ml,",origin,phase-data,",50.0,86,,"5 km E of P?hala, Hawaii",automatic,0
184,1642670952460,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022x8a31q,ak022x8a31q,",ak022x8a31q,",022x8a31q,0.42,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022x8a31q&format=geojson,,1.4,1642671167568,,ml,",origin,",,30,,"63 km WNW of Anchor Point, Alaska",automatic,0
185,1642670646963,,,0.072,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832025,nn00832025,",nn00832025,",00832025,0.3336,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832025&format=geojson,,0.8,1642670891277,163.88,ml,",origin,phase-data,",9.0,10,,"32 km SE of Mina, Nevada",automatic,0
186,1642670519700,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72882567,hv72882567,",hv72882567,",72882567,0.159999996,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72882567&format=geojson,,1.70000005,1642670712370,162,md,",origin,phase-data,",37.0,44,,"4 km SSE of P?hala, Hawaii",automatic,0
187,1642670390310,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72882552,hv72882552,",hv72882552,",72882552,0.349999994,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72882552&format=geojson,,1.75999999,1642670565520,59,md,",origin,phase-data,",13.0,48,,"4 km SW of Volcano, Hawaii",automatic,0
188,1642668655720,,,0.53,",ak,us,",2.127,us,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdhd,us7000gdhd,",ak022x7t8t5,us7000gdhd,",7000gdhd,0.78,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdhd&format=geojson,,4.1,1642701593871,183,mb,",origin,phase-data,shakemap,",,259,,"75 km ESE of Adak, Alaska",reviewed,0
189,1642668451880,,,0.014,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39917951,ci39917951,",ci39917951,",39917951,0.14,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39917951&format=geojson,,0.73,1642705618907,78,ml,",nearby-cities,origin,phase-data,scitech-link,",17.0,8,,"9km N of Borrego Springs, CA",reviewed,0
190,1642668213015,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022x7rpon,ak022x7rpon,",ak022x7rpon,",022x7rpon,0.53,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022x7rpon&format=geojson,,2.7,1642701258445,,ml,",origin,phase-data,",,112,,"Rat Islands, Aleutian Islands, Alaska",reviewed,0
191,1642668013040,,,0.09274,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39917943,ci39917943,",ci39917943,",39917943,0.18,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39917943&format=geojson,,0.91,1642705432870,79,ml,",nearby-cities,origin,phase-data,scitech-link,",31.0,13,,"18km SW of Oasis, CA",reviewed,0
192,1642666216030,,,0.02794,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73680936,nc73680936,",nc73680936,",73680936,0.03,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73680936&format=geojson,,0.59,1642666313048,103,md,",nearby-cities,origin,phase-data,",12.0,5,,"2km NW of The Geysers, CA",automatic,0
193,1642666204530,,,0.0142,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39917927,ci39917927,",ci39917927,",39917927,0.12,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39917927&format=geojson,,0.81,1642705126557,155,ml,",nearby-cities,origin,phase-data,scitech-link,",17.0,10,,"4km NW of Lake View Terrace, CA",reviewed,0
194,1642665873190,,,0.05354,",uw,",,uw,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/uw61802957,uw61802957,",uw61802957,",61802957,0.07,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61802957&format=geojson,,0.18,1642707724170,274,ml,",origin,phase-data,",6.0,0,,"24 km NNE of Amboy, Washington",reviewed,0
195,1642665758033,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022x7ix41,ak022x7ix41,",ak022x7ix41,",022x7ix41,0.81,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022x7ix41&format=geojson,,1.3,1642665988442,,ml,",origin,",,26,,"45 km WNW of Tyonek, Alaska",automatic,0
196,1642665688450,,,0.05339,",uw,",,uw,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/uw61802952,uw61802952,",uw61802952,",61802952,0.06,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61802952&format=geojson,,0.55,1642708145810,273,ml,",origin,phase-data,",5.0,5,,"24 km NNE of Amboy, Washington",reviewed,0
197,1642665595800,,,0.08599,",uw,",,uw,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/uw61802947,uw61802947,",uw61802947,",61802947,0.22,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61802947&format=geojson,,1.18,1642704005190,64,ml,",origin,phase-data,",25.0,21,,"20 km NNE of Amboy, Washington",reviewed,0
198,1642665437450,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72882507,hv72882507,",hv72882507,",72882507,0.100000001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72882507&format=geojson,,1.95000005,1642665634550,91,md,",origin,phase-data,",36.0,59,,"3 km SSW of P?hala, Hawaii",automatic,0
199,1642665362864,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022x78zfm,ak022x78zfm,",ak022x78zfm,",022x78zfm,0.44,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022x78zfm&format=geojson,,1.5,1642665607475,,ml,",origin,",,35,,"42 km W of Anchor Point, Alaska",automatic,0
200,1642665325650,,,0.004279,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73680926,nc73680926,",nc73680926,",73680926,0.02,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73680926&format=geojson,0,1.17,1642667231883,54,md,",dyfi,nearby-cities,origin,phase-data,scitech-link,",18.0,21,1.0,"6km NW of The Geysers, CA",automatic,0
201,1642665247960,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72882502,hv72882502,",hv72882502,",72882502,0.129999995,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72882502&format=geojson,,1.98000002,1642665436470,116,md,",origin,phase-data,",43.0,60,,"6 km NE of P?hala, Hawaii",automatic,0
202,1642664712880,,,0.09162,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39917903,ci39917903,",ci39917903,",39917903,0.19,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39917903&format=geojson,,0.99,1642685909239,83,ml,",nearby-cities,origin,phase-data,scitech-link,",33.0,15,,"2km S of Valle Vista, CA",reviewed,0
203,1642664649007,,,7.029,",us,",,us,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdh2,us7000gdh2,",us7000gdh2,",7000gdh2,0.55,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdh2&format=geojson,,4.9,1642665962040,95,mb,",origin,phase-data,",,369,,South Sandwich Islands region,reviewed,0
204,1642664589920,,,0.08895,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39917895,ci39917895,",ci39917895,",39917895,0.17,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39917895&format=geojson,,0.91,1642704865290,54,ml,",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",35.0,13,,"11km SSW of Borrego Springs, CA",reviewed,0
205,1642664527869,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022x75zsi,ak022x75zsi,",ak022x75zsi,",022x75zsi,1.36,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022x75zsi&format=geojson,,2.3,1642664775826,,ml,",origin,",,81,,"46 km NNW of Yakutat, Alaska",automatic,0
206,1642664054506,,,0.139,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832023,nn00832023,",nn00832023,",00832023,0.3176,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832023&format=geojson,,0.9,1642664310686,222.9,ml,",origin,phase-data,",10.0,12,,"56 km W of Beatty, Nevada",automatic,0
207,1642663884590,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022x73o3t,ak022x73o3t,",ak022x73o3t,",022x73o3t,0.5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022x73o3t&format=geojson,,1.6,1642664194633,,ml,",origin,",,39,,"57 km ENE of Pedro Bay, Alaska",automatic,0
208,1642663689810,,,0.0318,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39917887,ci39917887,",ci39917887,",39917887,0.24,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39917887&format=geojson,,1.7,1642702809298,81,ml,",nearby-cities,origin,phase-data,scitech-link,",30.0,44,,"7km SW of Holtville, CA",reviewed,0
209,1642662015700,,,,",hv,",,hv,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/hv72882432,hv72882432,",hv72882432,",72882432,0.140000001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72882432&format=geojson,,1.82000005,1642662214360,118,md,",origin,phase-data,",45.0,51,,"6 km NE of P?hala, Hawaii",automatic,0
210,1642661640840,,,0.005243,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73680911,nc73680911,",nc73680911,",73680911,0.01,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73680911&format=geojson,,0.87,1642661737508,163,md,",nearby-cities,origin,phase-data,",9.0,12,,"8km WNW of Cobb, CA",automatic,0
211,1642661554130,,,0.01309,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73680916,nc73680916,",nc73680916,",73680916,0.02,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73680916&format=geojson,,-0.18,1642697271196,143,md,",nearby-cities,origin,phase-data,",11.0,0,,"8km ENE of Mammoth Lakes, CA",reviewed,0
212,1642661541240,,,0.01177,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73680906,nc73680906,",nc73680906,",73680906,0.03,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73680906&format=geojson,,0.86,1642661638356,137,md,",nearby-cities,origin,phase-data,",8.0,11,,"9km WNW of Cobb, CA",automatic,0
213,1642661541129,,green,8.338,",usauto,pt,us,",2.883,us,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdfw,us7000gdfw,",usauto7000gdfw,pt22020000,us7000gdfw,",7000gdfw,0.83,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdfw&format=geojson,,5.6,1642688806040,48,mww,",internal-moment-tensor,internal-origin,losspager,moment-tensor,origin,phase-data,shakemap,",,482,,South Sandwich Islands region,reviewed,0
214,1642660838996,,,,",ak,",,ak,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ak022x6k76u,ak022x6k76u,",ak022x6k76u,",022x6k76u,0.54,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022x6k76u&format=geojson,,1.7,1642663272689,,ml,",origin,",,44,,"51 km S of Denali National Park, Alaska",automatic,0
215,1642660636491,,,0.094,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832019,nn00832019,",nn00832019,",00832019,0.1368,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832019&format=geojson,,1.2,1642703233197,37.1,ml,",origin,phase-data,",28.0,22,,"7 km ENE of Floriston, California",reviewed,0
216,1642660496570,,,0.009797,",nc,",,nc,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nc73680901,nc73680901,",nc73680901,",73680901,0.01,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73680901&format=geojson,,0.37,1642660590958,130,md,",nearby-cities,origin,phase-data,",8.0,2,,"9km WNW of Cobb, CA",automatic,0
217,1642660434659,,,0.132,",nn,",,nn,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/nn00832017,nn00832017,",nn00832017,",00832017,0.1836,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00832017&format=geojson,0,1.6,1642661399526,119.32,ml,",dyfi,origin,phase-data,",15.0,39,1.0,"34 km SE of Mina, Nevada",automatic,0
218,1642660418450,,,0.07992,",ci,",,ci,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/ci39917871,ci39917871,",ci39917871,",39917871,0.04,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39917871&format=geojson,,-0.13,1642696676735,177,ml,",nearby-cities,origin,phase-data,scitech-link,",5.0,0,,"12km SSW of Searles Valley, CA",reviewed,0
219,1642660345795,,,3.695,",us,",,us,earthquake,https://earthquake.usgs.gov/earthquakes/eventpage/us7000gdg0,us7000gdg0,",us7000gdg0,",7000gdg0,0.53,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gdg0&format=geojson,3.4,4.6,1642665263428,149,mb,",dyfi,origin,phase-data,",,326,1.0,"42 km NNW of Oxapampa, Peru",reviewed,0
