,felt,mag_type,net,alert,tz,sources,nst,status,types,tipe,tsunami,detail,time,code,sig,gap,dmin,mag,place,url,rms,cdi,ids,id,updated,mmi
146,,md,nc,,,",nc,",8.0,automatic,",nearby-cities,origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73678661&format=geojson,1642225836060,73678661,2,100,0.01194,0.36,"7km WNW of Cobb, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc73678661,0.02,,",nc73678661,",nc73678661,1642225935328,
147,,md,nc,,,",nc,",25.0,automatic,",nearby-cities,origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73678651&format=geojson,1642224709900,73678651,13,91,0.003345,0.93,"4km WNW of The Geysers, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc73678651,0.03,,",nc73678651,",nc73678651,1642224805842,
148,,ml,ak,,,",ak,",,automatic,",origin,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022ow81o3&format=geojson,1642224682937,022ow81o3,30,,,1.4,"7 km E of Nikolaevsk, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak022ow81o3,0.86,,",ak022ow81o3,",ak022ow81o3,1642224979974,
149,,md,nc,,,",nc,",11.0,automatic,",nearby-cities,origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73678646&format=geojson,1642224352990,73678646,6,98,0.009283,0.64,"4km NNW of The Geysers, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc73678646,0.03,,",nc73678646,",nc73678646,1642224450255,
150,,md,nc,,,",nc,",10.0,automatic,",nearby-cities,origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73678641&format=geojson,1642224346060,73678641,11,112,0.006538,0.84,"4km NNW of The Geysers, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc73678641,0.05,,",nc73678641,",nc73678641,1642224443952,
151,,md,nc,,,",nc,",28.0,automatic,",nearby-cities,origin,phase-data,scitech-link,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73678636&format=geojson,1642224327620,73678636,58,59,0.01114,1.95,"3km NNW of The Geysers, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc73678636,0.04,,",nc73678636,",nc73678636,1642226290039,
152,,ml,ak,,,",ak,",,automatic,",origin,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022ow6711&format=geojson,1642224169822,022ow6711,26,,,1.3,"38 km NNE of Whittier, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak022ow6711,1.24,,",ak022ow6711,",ak022ow6711,1642224328652,
153,,md,hv,,,",hv,",45.0,automatic,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72873867&format=geojson,1642223778720,72873867,77,146,,2.24000001,"Island of Hawaii, Hawaii",https://earthquake.usgs.gov/earthquakes/eventpage/hv72873867,0.109999999,,",hv72873867,",hv72873867,1642223962630,
154,,ml,uw,,,",uw,",8.0,reviewed,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61501908&format=geojson,1642223437430,61501908,21,113,0.04578,1.17,"6 km NW of Friday Harbor, Washington",https://earthquake.usgs.gov/earthquakes/eventpage/uw61501908,0.09,,",uw61501908,",uw61501908,1642263631220,
155,,ml,uw,,,",uw,",12.0,reviewed,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61802057&format=geojson,1642223386940,61802057,21,117,0.04355,1.18,"7 km NNW of Friday Harbor, Washington",https://earthquake.usgs.gov/earthquakes/eventpage/uw61802057,0.12,,",uw61802057,",uw61802057,1642263318990,
156,,ml,ci,,,",ci,",11.0,reviewed,",nearby-cities,origin,phase-data,scitech-link,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39913087&format=geojson,1642223158490,39913087,17,91,0.005644,1.05,"11km NE of Coso Junction, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci39913087,0.17,,",ci39913087,",ci39913087,1642344943847,
157,,ml,ci,,,",ci,",16.0,automatic,",nearby-cities,origin,phase-data,scitech-link,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39913071&format=geojson,1642223029750,39913071,27,104,0.008323,1.33,"11km NE of Coso Junction, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci39913071,0.14,,",ci39913071,",ci39913071,1642223244571,
158,4.0,ml,ci,,,",ci,",27.0,automatic,",dyfi,nearby-cities,origin,phase-data,scitech-link,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39913063&format=geojson,1642222235460,39913063,26,46,0.03369,1.29,"2km S of La Habra, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci39913063,0.29,2,",ci39913063,",ci39913063,1642224786742,
159,,ml,ak,,,",ak,",,automatic,",origin,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022ovockn&format=geojson,1642221563584,022ovockn,50,,,1.8,"43 km NNW of Chickaloon, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak022ovockn,0.7,,",ak022ovockn,",ak022ovockn,1642221874003,
160,,ml,nn,,,",nn,",21.0,automatic,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00831750&format=geojson,1642220614057,00831750,50,106.19,0.19,1.8,"29 km N of Dyer, Nevada",https://earthquake.usgs.gov/earthquakes/eventpage/nn00831750,0.2298,,",nn00831750,",nn00831750,1642220848625,
161,,md,hv,,,",hv,",47.0,automatic,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72873757&format=geojson,1642220607220,72873757,51,146,,1.82000005,"8 km ENE of P?hala, Hawaii",https://earthquake.usgs.gov/earthquakes/eventpage/hv72873757,0.100000001,,",hv72873757,",hv72873757,1642220797270,
162,,ml,ci,,,",ci,",29.0,reviewed,",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39913055&format=geojson,1642220178510,39913055,14,77,0.113,0.94,"23km SSW of La Quinta, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci39913055,0.18,,",ci39913055,",ci39913055,1642345014240,
163,,ml,ci,,,",ci,",13.0,automatic,",nearby-cities,origin,phase-data,scitech-link,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39913047&format=geojson,1642220121900,39913047,15,146,0.07049,1,"16km W of Searles Valley, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci39913047,0.13,,",ci39913047,",ci39913047,1642220336991,
164,7.0,ms_20,us,,,",us,at,pt,",,reviewed,",associate,dyfi,general-header,impact-link,origin,phase-data,trump-origin,",volcanic eruption,1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gc8r&format=geojson,1642220085000,7000gc8r,522,,,5.8,"68 km NNW of Nuku‘alofa, Tonga",https://earthquake.usgs.gov/earthquakes/eventpage/us7000gc8r,1.02,6.4,",us7000gc8r,at00r5qho6,pt22015050,",us7000gc8r,1642321692906,
165,,md,nc,,,",nc,",20.0,automatic,",nearby-cities,origin,phase-data,scitech-link,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73678616&format=geojson,1642219470840,73678616,21,80,0.001497,1.18,"10km WNW of The Geysers, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc73678616,0.01,,",nc73678616,",nc73678616,1642223471773,
166,,ml,ak,,,",ak,",,automatic,",origin,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022ov773u&format=geojson,1642219161380,022ov773u,56,,,1.9,"48 km SSW of Cantwell, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak022ov773u,0.74,,",ak022ov773u,",ak022ov773u,1642219589848,
167,,ml,ci,,,",ci,",32.0,automatic,",nearby-cities,origin,phase-data,scitech-link,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39913031&format=geojson,1642218156100,39913031,11,74,0.0232,0.83,"12km SE of Anza, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci39913031,0.26,,",ci39913031,",ci39913031,1642218370309,
168,,ml,nn,,,",nn,",26.0,automatic,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00831747&format=geojson,1642217776098,00831747,62,108.55,0.135,2,"36 km SSE of Goldfield, Nevada",https://earthquake.usgs.gov/earthquakes/eventpage/nn00831747,0.2201,,",nn00831747,",nn00831747,1642218008136,
169,,mb,us,,,",us,",,reviewed,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gc6c&format=geojson,1642216877451,7000gc6c,354,167,1.006,4.8,"145 km ENE of Gisborne, New Zealand",https://earthquake.usgs.gov/earthquakes/eventpage/us7000gc6c,0.76,,",us7000gc6c,",us7000gc6c,1642217859040,
170,,ml,ci,,,",ci,",19.0,automatic,",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39913023&format=geojson,1642216528250,39913023,26,51,0.07266,1.31,"15km ESE of Little Lake, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci39913023,0.07,,",ci39913023,",ci39913023,1642217181620,
171,,ml,ak,,,",ak,",,automatic,",origin,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022ouuj48&format=geojson,1642215611602,022ouuj48,1,,,0.3,"71 km WNW of Ninilchik, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak022ouuj48,0.49,,",ak022ouuj48,",ak022ouuj48,1642215792941,
172,,md,nc,,,",nc,",8.0,automatic,",nearby-cities,origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73678611&format=geojson,1642215154670,73678611,2,123,0.00827,0.36,"2km WNW of The Geysers, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc73678611,0.01,,",nc73678611,",nc73678611,1642215252105,
173,,md,hv,,,",hv,",36.0,automatic,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72873592&format=geojson,1642214941650,72873592,52,212,,1.83000004,"5 km SSE of P?hala, Hawaii",https://earthquake.usgs.gov/earthquakes/eventpage/hv72873592,0.109999999,,",hv72873592,",hv72873592,1642215145040,
174,,md,hv,,,",hv,",11.0,automatic,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72873587&format=geojson,1642214804060,72873587,65,293,,2.05999994,"11 km SW of Pa‘auilo, Hawaii",https://earthquake.usgs.gov/earthquakes/eventpage/hv72873587,0.319999993,,",hv72873587,",hv72873587,1642214999990,
175,1.0,mb,us,,,",us,",,reviewed,",dyfi,origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gc5t&format=geojson,1642213780834,7000gc5t,355,85,2.358,4.8,"72 km SW of Labuan, Indonesia",https://earthquake.usgs.gov/earthquakes/eventpage/us7000gc5t,1.16,2,",us7000gc5t,",us7000gc5t,1642216079856,
176,,ml,ci,,,",ci,",26.0,automatic,",nearby-cities,origin,phase-data,scitech-link,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39912991&format=geojson,1642213691420,39912991,10,47,0.06833,0.79,"9km SW of Idyllwild, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci39912991,0.22,,",ci39912991,",ci39912991,1642213912420,
177,,ml,uw,,,",uw,",9.0,reviewed,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61802042&format=geojson,1642213122880,61802042,6,159,0.2106,0.61,"20 km E of Kelso, Washington",https://earthquake.usgs.gov/earthquakes/eventpage/uw61802042,0.17,,",uw61802042,",uw61802042,1642265243160,
178,,ml,ak,,,",ak,",,automatic,",origin,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022oucath&format=geojson,1642212906000,022oucath,39,,,1.6,"51 km N of Chase, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak022oucath,0.91,,",ak022oucath,",ak022oucath,1642214955946,
179,,mb,us,,,",ak,us,",,reviewed,",origin,phase-data,shakemap,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gca2&format=geojson,1642212693783,7000gca2,222,187,0.656,3.8,"126 km SW of Nikolski, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000gca2,1.33,,",ak022oubi1b,us7000gca2,",us7000gca2,1642284180040,1.743
180,,md,hv,,,",hv,",31.0,automatic,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72873522&format=geojson,1642212459420,72873522,47,144,,1.74000001,"3 km SE of P?hala, Hawaii",https://earthquake.usgs.gov/earthquakes/eventpage/hv72873522,0.119999997,,",hv72873522,",hv72873522,1642212660640,
181,,md,hv,,,",hv,",38.0,automatic,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv72873517&format=geojson,1642212089450,72873517,59,91,,1.95000005,"0 km SE of P?hala, Hawaii",https://earthquake.usgs.gov/earthquakes/eventpage/hv72873517,0.129999995,,",hv72873517,",hv72873517,1642212279750,
182,,ml,nn,,,",nn,",8.0,automatic,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00831744&format=geojson,1642211374880,00831744,0,140.15,0.173,-0.3,"36 km SSE of Goldfield, Nevada",https://earthquake.usgs.gov/earthquakes/eventpage/nn00831744,0.2107,,",nn00831744,",nn00831744,1642211595280,
183,,ml,uw,,,",uw,",10.0,reviewed,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61802037&format=geojson,1642210431580,61802037,24,132,0.04454,1.26,"9 km WNW of Orcas, Washington",https://earthquake.usgs.gov/earthquakes/eventpage/uw61802037,0.1,,",uw61802037,",uw61802037,1642262173560,
184,,md,uw,,,",uw,",8.0,reviewed,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61802032&format=geojson,1642210238770,61802032,13,124,0.06298,0.91,"6 km WNW of Orcas, Washington",https://earthquake.usgs.gov/earthquakes/eventpage/uw61802032,0.13,,",uw61802032,",uw61802032,1642261881360,
185,5.0,mb,us,,,",us,",,reviewed,",dyfi,origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gc5l&format=geojson,1642210098580,7000gc5l,327,144,2.511,4.6,"33 km ESE of Ishinomaki, Japan",https://earthquake.usgs.gov/earthquakes/eventpage/us7000gc5l,0.55,2.4,",us7000gc5l,",us7000gc5l,1642251650078,
186,,mb,us,,,",us,",,reviewed,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gc5k&format=geojson,1642209991664,7000gc5k,246,72,1.229,4,"130 km NNE of Calama, Chile",https://earthquake.usgs.gov/earthquakes/eventpage/us7000gc5k,0.46,,",us7000gc5k,",us7000gc5k,1642211706040,
187,,md,nc,,,",nc,",14.0,automatic,",nearby-cities,origin,phase-data,scitech-link,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73678601&format=geojson,1642209729980,73678601,21,174,0.008266,1.17,"4km W of Cobb, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc73678601,0.02,,",nc73678601,",nc73678601,1642211292475,
188,,ml,ci,,,",ci,",36.0,automatic,",nearby-cities,origin,phase-data,scitech-link,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39912959&format=geojson,1642209281020,39912959,16,128,0.05698,1.02,"8km NE of Borrego Springs, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci39912959,0.18,,",ci39912959,",ci39912959,1642209503899,
189,,ml,ci,,,",ci,",9.0,automatic,",nearby-cities,origin,phase-data,scitech-link,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39912951&format=geojson,1642209194010,39912951,19,136,0.1414,1.12,"12km NW of Pine Mountain Club, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci39912951,0.2,,",ci39912951,",ci39912951,1642209409584,
190,,ml,ci,,,",ci,",26.0,automatic,",nearby-cities,origin,phase-data,scitech-link,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci39912943&format=geojson,1642208781740,39912943,8,79,0.04071,0.7,"23km SSW of La Quinta, CA",https://earthquake.usgs.gov/earthquakes/eventpage/ci39912943,0.17,,",ci39912943,",ci39912943,1642209000556,
191,,ml,mb,,,",mb,",12.0,reviewed,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80536144&format=geojson,1642208239700,80536144,61,80,0.89,1.99,"16 km WNW of Stanley, Idaho",https://earthquake.usgs.gov/earthquakes/eventpage/mb80536144,0.27,,",mb80536144,",mb80536144,1642260433580,
192,3.0,mb,us,green,,",us,",,reviewed,",dyfi,losspager,origin,phase-data,shakemap,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gc5i&format=geojson,1642207873179,7000gc5i,450,52,3.306,5.4,"57 km E of Madang, Papua New Guinea",https://earthquake.usgs.gov/earthquakes/eventpage/us7000gc5i,0.91,3.4,",us7000gc5i,",us7000gc5i,1642294516346,3.923
193,,md,nc,,,",nc,",13.0,automatic,",nearby-cities,origin,phase-data,scitech-link,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73678596&format=geojson,1642206985250,73678596,20,82,0.005319,1.14,"2km NE of The Geysers, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc73678596,0.02,,",nc73678596,",nc73678596,1642211833534,
194,3.0,mb_lg,us,,,",us,",,reviewed,",dyfi,origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gc5g&format=geojson,1642206917484,7000gc5g,113,117,0.71,2.7,"8 km ESE of Assaria, Kansas",https://earthquake.usgs.gov/earthquakes/eventpage/us7000gc5g,0.65,3.1,",us7000gc5g,",us7000gc5g,1642261920561,
195,,ml,us,,,",us,",,reviewed,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gc5f&format=geojson,1642206906670,7000gc5f,121,85,0.078,2.8,"51 km SSW of Whites City, New Mexico",https://earthquake.usgs.gov/earthquakes/eventpage/us7000gc5f,0.44,,",us7000gc5f,",us7000gc5f,1642207811040,
196,,ml,uw,,,",uw,",22.0,reviewed,",origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61802017&format=geojson,1642206846000,61802017,11,90,0.01921,0.83,"15 km NNE of Ashford, Washington",https://earthquake.usgs.gov/earthquakes/eventpage/uw61802017,0.1,,",uw61802017,",uw61802017,1642208816720,
197,,ml,ak,,,",ak,",,automatic,",origin,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022ot8rh8&format=geojson,1642206658932,022ot8rh8,62,,,2,"59 km NNE of Chase, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak022ot8rh8,0.62,,",ak022ot8rh8,",ak022ot8rh8,1642206948758,
198,,md,nc,,,",nc,",16.0,automatic,",nearby-cities,origin,phase-data,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73678591&format=geojson,1642206338130,73678591,10,64,0.01002,0.82,"9km WNW of Cobb, CA",https://earthquake.usgs.gov/earthquakes/eventpage/nc73678591,0.04,,",nc73678591,",nc73678591,1642206433896,
199,,mb,us,,,",ak,us,",,reviewed,",origin,phase-data,shakemap,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000gc5b&format=geojson,1642206172017,7000gc5b,326,137,0.701,4.6,"75 km SE of Nikolski, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/us7000gc5b,1.03,,",ak022ot7122,us7000gc5b,",us7000gc5b,1642271763677,1.434
200,,ml,ak,,,",ak,",,automatic,",origin,",earthquake,0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022ot5rgr&format=geojson,1642205819632,022ot5rgr,50,,,1.8,"6 km SW of Big Lake, Alaska",https://earthquake.usgs.gov/earthquakes/eventpage/ak022ot5rgr,0.63,,",ak022ot5rgr,",ak022ot5rgr,1642206387396,
